# Attractions: id,name,x,y,attractiveness
162,455
163,209
163,290
163,344
163,389
164,326
164,343
164,349
165,211
165,350
165,437
166,267
166,314
166,381
167,257
167,405
167,410
168,188
168,332
168,443
169,438
170,390
170,481
171,180
171,244
171,313
171,436
171,478
172,312
172,396
173,379
173,464
175,208
175,217
175,415
175,435
177,204
177,398
177,488
178,326
178,336
178,343
179,204
179,384
180,313
180,367
181,283
181,329
181,417
181,458
182,298
183,286
184,252
184,357
184,397
185,238
185,353
185,362
185,444
186,211
186,457
187,307
187,345
187,400
188,312
188,332
189,229
190,311
190,369
191,246
191,312
192,445
192,452
192,454
193,235
193,284
193,318
193,401
194,399
194,441
194,460
195,476
196,237
196,422
196,431
197,323
197,393
198,263
198,378
199,270
199,289
201,261
201,368
201,486
202,300
202,355
202,364
203,213
203,251
203,286
203,411
204,291
204,488
205,212
205,245
205,268
205,352
205,354
205,375
206,257
206,410
207,366
207,432
207,474
208,306
209,216
209,389
210,296
210,372
210,489
212,268
212,354
213,251
214,277
214,325
215,337
215,455
216,322
216,337
217,425
217,435
218,305
218,385
219,308
219,466
220,236
220,337
220,365
221,253
221,293
221,440
222,227
222,324
223,280
223,396
223,419
224,243
224,263
224,442
225,250
225,302
225,471
226,484
227,319
227,438
228,379
228,464
229,335
230,287
230,328
231,386
231,439
231,498
232,240
232,402
232,485
233,395
233,465
233,497
234,264
234,373
234,388
234,403
235,318
235,401
237,422
238,353
238,362
239,253
239,278
239,293
240,402
240,480
240,485
241,382
241,425
241,490
242,275
242,376
242,383
243,442
243,458
244,430
244,436
245,268
245,352
246,288
247,321
248,350
248,437
249,276
249,496
250,266
251,286
251,411
252,357
252,397
253,293
254,330
255,333
255,407
256,346
257,410
258,296
258,421
259,342
259,377
260,295
260,301
260,359
260,392
260,461
261,368
261,458
262,399
262,448
263,265
263,378
264,388
264,403
265,378
266,327
267,314
267,381
268,354
268,375
269,292
269,308
269,328
269,361
270,289
271,446
271,462
272,421
273,341
273,394
273,426
275,376
275,416
275,463
275,491
276,496
277,412
278,415
279,495
280,419
281,388
281,403
282,305
282,428
283,329
284,318
285,365
287,328
287,345
287,457
288,413
290,344
290,389
291,488
292,308
292,361
294,303
294,447
294,495
295,301
295,359
295,461
296,372
296,489
297,369
297,433
297,470
299,356
299,373
300,364
301,359
301,392
301,461
302,444
302,492
303,404
303,447
303,495
304,367
304,469
304,471
305,385
305,428
306,429
307,345
307,400
309,325
309,391
310,334
310,358
311,369
312,396
313,478
314,381
315,392
315,468
315,480
316,408
316,467
316,482
317,351
318,401
319,438
320,342
322,337
322,455
323,393
323,406
323,409
324,412
326,343
328,348
331,498
332,443
332,493
333,407
334,358
334,456
336,343
337,455
338,427
339,380
340,418
341,394
341,426
342,377
345,348
345,400
346,459
347,420
352,387
353,362
353,444
353,492
355,394
356,373
357,374
358,449
358,456
360,424
360,477
360,483
362,470
363,451
364,499
366,418
367,471
368,460
369,433
369,473
371,499
374,408
374,424
376,383
376,416
376,491
379,464
380,411
382,449
386,486
387,440
388,403
390,477
390,481
392,468
393,406
394,426
395,406
395,409
395,465
398,488
399,441
402,485
404,495
406,409
408,482
412,467
416,463
416,491
417,472
417,485
422,431
424,483
429,435
429,494
430,436
430,478
432,474
433,470
434,484
434,487
439,498
442,479
443,493
444,492
445,452
445,454
446,462
447,495
452,454
459,489
465,497
467,482
472,485
473,497
474,475
483,490
